"商品编码","商品名称","贸易伙伴编码","贸易伙伴名称","贸易方式编码","贸易方式名称","注册地编码","注册地名称","第一数量","第一计量单位","第二数量","第二计量单位","人民币",
"29012990","未列名不饱和无环烃","137","土耳其","10","一般贸易","32","江苏省","7","千克","0","?","747",
"29012990","未列名不饱和无环烃","137","土耳其","10","一般贸易","44","广东省","27","千克","0","?","97,056",
"29012990","未列名不饱和无环烃","138","阿联酋","10","一般贸易","32","江苏省","50","千克","0","?","9,425",
"29012990","未列名不饱和无环烃","139","也门","10","一般贸易","31","上海市","14400","千克","0","?","849,430",
"29012990","未列名不饱和无环烃","141","越南","10","一般贸易","61","陕西省","20","千克","0","?","1,733",
"29012990","未列名不饱和无环烃","142","中国","10","一般贸易","31","上海市","0","千克","0","?","411",
"29012990","未列名不饱和无环烃","143","中国台湾","10","一般贸易","31","上海市","20","千克","0","?","28,087",
"29012990","未列名不饱和无环烃","224","肯尼亚","10","一般贸易","31","上海市","20","千克","0","?","6,113",
"29012990","未列名不饱和无环烃","244","南非","10","一般贸易","32","江苏省","58460","千克","0","?","511,133",
"29012990","未列名不饱和无环烃","244","南非","10","一般贸易","33","浙江省","14700","千克","0","?","132,650",
"29012990","未列名不饱和无环烃","244","南非","10","一般贸易","36","江西省","1","千克","0","?","2,170",
"29012990","未列名不饱和无环烃","244","南非","10","一般贸易","44","广东省","8962687","千克","0","?","74,087,457",
"29012990","未列名不饱和无环烃","244","南非","39","其他","33","浙江省","1","千克","0","?","1,246",
"29012990","未列名不饱和无环烃","301","比利时","10","一般贸易","31","上海市","9","千克","0","?","4,485",
"29012990","未列名不饱和无环烃","301","比利时","10","一般贸易","32","江苏省","49440","千克","0","?","430,648",
"29012990","未列名不饱和无环烃","301","比利时","10","一般贸易","42","湖北省","5004","千克","0","?","595,595",
"29012990","未列名不饱和无环烃","301","比利时","10","一般贸易","44","广东省","17020","千克","0","?","384,369",
"29012990","未列名不饱和无环烃","301","比利时","10","一般贸易","46","海南省","5","千克","0","?","35",
"29012990","未列名不饱和无环烃","301","比利时","15","进料加工贸易","33","浙江省","16500","千克","0","?","262,002",
"29012990","未列名不饱和无环烃","303","英国","10","一般贸易","31","上海市","0","千克","0","?","226",
"29012990","未列名不饱和无环烃","303","英国","10","一般贸易","32","江苏省","13246","千克","0","?","10,721,152",
"29012990","未列名不饱和无环烃","304","德国","10","一般贸易","21","辽宁省","900","千克","0","?","1,084,377",
"29012990","未列名不饱和无环烃","304","德国","10","一般贸易","31","上海市","24971","千克","0","?","1,926,625",
"29012990","未列名不饱和无环烃","304","德国","10","一般贸易","33","浙江省","0","千克","0","?","37,059",
"29012990","未列名不饱和无环烃","304","德国","10","一般贸易","36","江西省","25","千克","0","?","11,280",
"29012990","未列名不饱和无环烃","304","德国","10","一般贸易","51","四川省","5","千克","0","?","2,122",
"29012990","未列名不饱和无环烃","305","法国","10","一般贸易","31","上海市","181","千克","0","?","2,306,952",
"29012990","未列名不饱和无环烃","305","法国","10","一般贸易","32","江苏省","245","千克","0","?","432,481",
"29012990","未列名不饱和无环烃","305","法国","10","一般贸易","36","江西省","85000","千克","0","?","6,527,773",
"29012990","未列名不饱和无环烃","307","意大利","10","一般贸易","32","江苏省","1920","千克","0","?","77,449",
"29012990","未列名不饱和无环烃","307","意大利","10","一般贸易","37","山东省","500","千克","0","?","293,566",
"29012990","未列名不饱和无环烃","311","葡萄牙","10","一般贸易","32","江苏省","9360","千克","0","?","1,227,057",
"29012990","未列名不饱和无环烃","311","葡萄牙","10","一般贸易","36","江西省","17000","千克","0","?","1,345,800",
"29012990","未列名不饱和无环烃","311","葡萄牙","10","一般贸易","44","广东省","7200","千克","0","?","1,003,502",
"29012990","未列名不饱和无环烃","312","西班牙","10","一般贸易","31","上海市","1643","千克","0","?","1,633,076",
"29012990","未列名不饱和无环烃","312","西班牙","10","一般贸易","32","江苏省","777","千克","0","?","273,692",
"29012990","未列名不饱和无环烃","312","西班牙","10","一般贸易","33","浙江省","38656","千克","0","?","1,456,525",
"29012990","未列名不饱和无环烃","312","西班牙","10","一般贸易","35","福建省","1500","千克","0","?","498,831",
"29012990","未列名不饱和无环烃","312","西班牙","10","一般贸易","36","江西省","27000","千克","0","?","1,490,121",
"29012990","未列名不饱和无环烃","312","西班牙","10","一般贸易","44","广东省","145274","千克","0","?","6,293,798",
"29012990","未列名不饱和无环烃","321","匈牙利","10","一般贸易","35","福建省","640","千克","0","?","33,607",
"29012990","未列名不饱和无环烃","331","瑞士","10","一般贸易","11","北京市","100","千克","0","?","26,817",
"29012990","未列名不饱和无环烃","331","瑞士","10","一般贸易","31","上海市","3","千克","0","?","22,247",
"29012990","未列名不饱和无环烃","331","瑞士","10","一般贸易","32","江苏省","20","千克","0","?","171,566",
"29012990","未列名不饱和无环烃","331","瑞士","10","一般贸易","44","广东省","2","千克","0","?","17,320",
"29012990","未列名不饱和无环烃","331","瑞士","39","其他","31","上海市","0","千克","0","?","532",
"29012990","未列名不饱和无环烃","340","白俄罗斯","10","一般贸易","33","浙江省","1","千克","0","?","824",
"29012990","未列名不饱和无环烃","344","俄罗斯","10","一般贸易","12","天津市","66380","千克","0","?","534,757",
"29012990","未列名不饱和无环烃","344","俄罗斯","10","一般贸易","31","上海市","381375","千克","0","?","4,752,556",
"29012990","未列名不饱和无环烃","344","俄罗斯","10","一般贸易","32","江苏省","1056036","千克","0","?","17,984,406",
"29012990","未列名不饱和无环烃","344","俄罗斯","10","一般贸易","33","浙江省","182877","千克","0","?","2,795,758",
"29012990","未列名不饱和无环烃","344","俄罗斯","10","一般贸易","61","陕西省","7","千克","0","?","112,992",
"29012990","未列名不饱和无环烃","350","斯洛文尼亚","10","一般贸易","52","贵州省","12400","千克","0","?","531,945",
"29012990","未列名不饱和无环烃","353","斯洛伐克","10","一般贸易","31","上海市","12","千克","0","?","44,923",
"29012990","未列名不饱和无环烃","410","巴西","10","一般贸易","31","上海市","360","千克","0","?","53,306",
"29012990","未列名不饱和无环烃","410","巴西","10","一般贸易","32","江苏省","4","千克","0","?","21,241",
"29012990","未列名不饱和无环烃","410","巴西","10","一般贸易","34","安徽省","0","千克","0","?","1,158",
"29012990","未列名不饱和无环烃","410","巴西","10","一般贸易","42","湖北省","2985700","千克","0","?","91,568,379",
"29012990","未列名不饱和无环烃","412","智利","10","一般贸易","32","江苏省","20","千克","0","?","75,661",
"29012990","未列名不饱和无环烃","413","哥伦比亚","10","一般贸易","32","江苏省","13","千克","0","?","3,986",
"29012990","未列名不饱和无环烃","413","哥伦比亚","10","一般贸易","36","江西省","50","千克","0","?","26,933",
"29012990","未列名不饱和无环烃","434","秘鲁","10","一般贸易","13","河北省","5","千克","0","?","27,096",
"29012990","未列名不饱和无环烃","444","乌拉圭","10","一般贸易","32","江苏省","111","千克","0","?","21,026",
"29012990","未列名不饱和无环烃","501","加拿大","10","一般贸易","21","辽宁省","1801064","千克","0","?","13,115,223",
"29012990","未列名不饱和无环烃","501","加拿大","10","一般贸易","31","上海市","1253209","千克","0","?","10,889,555",
"29012990","未列名不饱和无环烃","501","加拿大","15","进料加工贸易","33","浙江省","33000","千克","0","?","517,626",
"29012990","未列名不饱和无环烃","502","美国","10","一般贸易","11","北京市","4","千克","0","?","221",
"29012990","未列名不饱和无环烃","502","美国","10","一般贸易","12","天津市","600000","千克","0","?","5,120,065",
"29012990","未列名不饱和无环烃","502","美国","10","一般贸易","31","上海市","988034","千克","0","?","9,047,225",
"29012990","未列名不饱和无环烃","502","美国","10","一般贸易","32","江苏省","5814770","千克","0","?","43,968,400",
"29012990","未列名不饱和无环烃","502","美国","10","一般贸易","33","浙江省","5715813","千克","0","?","48,053,207",
"29012990","未列名不饱和无环烃","502","美国","10","一般贸易","37","山东省","937330","千克","0","?","8,016,085",
"29012990","未列名不饱和无环烃","502","美国","10","一般贸易","43","湖南省","2652039","千克","0","?","21,564,501",
"29012990","未列名不饱和无环烃","502","美国","10","一般贸易","44","广东省","7","千克","0","?","48,457",
"29012990","未列名不饱和无环烃","502","美国","10","一般贸易","46","海南省","270200","千克","0","?","2,344,967",
"29012990","未列名不饱和无环烃","502","美国","10","一般贸易","51","四川省","623220","千克","0","?","5,306,467",
"29012990","未列名不饱和无环烃","502","美国","15","进料加工贸易","31","上海市","233708","千克","0","?","1,989,929",
"29012990","未列名不饱和无环烃","502","美国","15","进料加工贸易","37","山东省","233632","千克","0","?","1,989,275",
"29012990","未列名不饱和无环烃","502","美国","39","其他","32","江苏省","0","千克","0","?","694",
"29012990","未列名不饱和无环烃","601","澳大利亚","10","一般贸易","31","上海市","0","千克","0","?","141",
"29012990","未列名不饱和无环烃","601","澳大利亚","10","一般贸易","32","江苏省","1187","千克","0","?","438,656",
"29012990","未列名不饱和无环烃","601","澳大利亚","34","海关特殊监管区域物流货物","31","上海市","7202","千克","0","?","874,810",
"29021100","环己烷","112","印度尼西亚","10","一般贸易","37","山东省","36000","千克","0","?","212,664",
"29021100","环己烷","115","以色列","10","一般贸易","37","山东省","12000","千克","0","?","81,219",
"29021100","环己烷","116","日本","10","一般贸易","21","辽宁省","96000","千克","0","?","759,322",
"29021100","环己烷","116","日本","10","一般贸易","31","上海市","17","千克","0","?","2,411",
"29021100","环己烷","116","日本","10","一般贸易","35","福建省","2988325","千克","0","?","13,597,670",
"29021100","环己烷","122","马来西亚","10","一般贸易","34","安徽省","561","千克","0","?","21,926",
"29021100","环己烷","122","马来西亚","10","一般贸易","37","山东省","12000","千克","0","?","79,816",
"29021100","环己烷","130","卡塔尔","10","一般贸易","21","辽宁省","72000","千克","0","?","672,606",
"29021100","环己烷","131","沙特阿拉伯","10","一般贸易","31","上海市","4","千克","0","?","736",
"29021100","环己烷","132","新加坡","10","一般贸易","44","广东省","78","千克","0","?","2,661",
"29021100","环己烷","133","韩国","10","一般贸易","21","辽宁省","239500","千克","0","?","1,377,205",
"29021100","环己烷","133","韩国","10","一般贸易","37","山东省","288000","千克","0","?","1,571,874",
"29021100","环己烷","134","斯里兰卡","10","一般贸易","37","山东省","9000","千克","0","?","55,454",
"29021100","环己烷","136","泰国","10","一般贸易","31","上海市","55","千克","0","?","3,989",
"29021100","环己烷","136","泰国","10","一般贸易","32","江苏省","12000","千克","0","?","95,571",
"29021100","环己烷","138","阿联酋","10","一般贸易","37","山东省","122500","千克","0","?","848,918",
"29021100","环己烷","141","越南","10","一般贸易","32","江苏省","70000","千克","0","?","449,526",
"29021100","环己烷","141","越南","10","一般贸易","37","山东省","203000","千克","0","?","1,235,794",
"29021100","环己烷","143","中国台湾","10","一般贸易","32","江苏省","12000","千克","0","?","91,392",
"29021100","环己烷","143","中国台湾","10","一般贸易","34","安徽省","125","千克","0","?","10,894",
"29021100","环己烷","249","突尼斯","10","一般贸易","12","天津市","12000","千克","0","?","73,162",
"29021100","环己烷","301","比利时","10","一般贸易","31","上海市","5","千克","0","?","1,138",
"29021100","环己烷","304","德国","10","一般贸易","21","辽宁省","1800","千克","0","?","13,835",
"29021100","环己烷","304","德国","10","一般贸易","31","上海市","17","千克","0","?","5,097",
"29021100","环己烷","305","法国","10","一般贸易","31","上海市","6","千克","0","?","5,699",
"29021100","环己烷","307","意大利","10","一般贸易","44","广东省","17","千克","0","?","3,221",
"29021100","环己烷","312","西班牙","10","一般贸易","31","上海市","1","千克","0","?","595",
"29021100","环己烷","312","西班牙","10","一般贸易","33","浙江省","150","千克","0","?","37,624",
"29021100","环己烷","402","阿根廷","10","一般贸易","21","辽宁省","450","千克","0","?","10,537",
"29021100","环己烷","412","智利","10","一般贸易","37","山东省","90000","千克","0","?","491,937",
"29021100","环己烷","412","智利","10","一般贸易","41","河南省","42000","千克","0","?","226,836",
"29021100","环己烷","413","哥伦比亚","10","一般贸易","37","山东省","36000","千克","0","?","202,476",
"29021100","环己烷","429","墨西哥","10","一般贸易","21","辽宁省","72000","千克","0","?","457,928",
"29021100","环己烷","433","巴拉圭","10","一般贸易","41","河南省","24000","千克","0","?","148,430",
"29021100","环己烷","502","美国","10","一般贸易","31","上海市","1045","千克","0","?","170,860",
"29021100","环己烷","601","澳大利亚","10","一般贸易","41","河南省","12000","千克","0","?","87,948",
